symbol,period,theme,auto_label,auto_semantic_bucket,source_context,snippet,human_label,human_semantic_bucket,review_notes
AAPL,FY2026 Q1,Pricing,opportunity,margin_cost,management_active,"...and tariffs coming in more favorable play a role at all and what you're expecting for tariffs for the next quarter? Kevan Parekh: Yes. So there's a few things to unpack there. So on the overall margin on product side, I think I mentioned that we had favorable mix of products and leverage. I think given the strong iPhone cycle we're seeing, that was, I would say, probably a higher favorability than you might have seen in maybe other cycles. And as well, as you know, in Q1, typically, we do see the impact of the cost st...",,,
AAPL,FY2026 Q1,Pricing,risk,pricing,management_active,"...bably a higher favorability than you might have seen in maybe other cycles. And as well, as you know, in Q1, typically, we do see the impact of the cost structure of our new products that we launch. And in this case, we are seeing a more favorable offset from mix of products and leverage versus historical -- sequential changes from Q4 to Q1. On the tariff piece, we had outlined an amount of $1.4 billion for the December quarter, and we landed roughly in that range at that level. Suhasini Chandramouli: Awesome. Thank y...",,,
AAPL,FY2026 Q1,Pricing,risk,supply,management_active,"...me of our own stuff. But you should think of what is going to power the personalized version of Siri is the collaboration with Google. Sreekrishnan Sankarnarayanan: Got it. And then, a quick follow-up for maybe Kevan or Tim. Just a lot of discussion on memory pricing. Given that the memory constraint or commodity scarcity is impacting both the smartphone and the PC markets, and Apple, arguably having more purchasing power. Do you think this is a chance for you to increase your market share, both in iPhone and Mac at the e...",,,
AAPL,FY2026 Q1,Competition,risk,competition,management_active,"...m. Just a lot of discussion on memory pricing. Given that the memory constraint or commodity scarcity is impacting both the smartphone and the PC markets, and Apple, arguably having more purchasing power. Do you think this is a chance for you to increase your market share, both in iPhone and Mac at the expense of competition who might have more constraints in getting access to memory? Timothy Cook: Yes. I don't want to talk about kind of what has happened. And we do believe, as I had shared that iPhone gained share in the Dece...",,,
AAPL,FY2026 Q1,Competition,risk,competition,management_active,"...at the memory constraint or commodity scarcity is impacting both the smartphone and the PC markets, and Apple, arguably having more purchasing power. Do you think this is a chance for you to increase your market share, both in iPhone and Mac at the expense of competition who might have more constraints in getting access to memory? Timothy Cook: Yes. I don't want to talk about kind of what has happened. And we do believe, as I had shared that iPhone gained share in the December quarter. And if you look at Mac for the full year...",,,
AAPL,FY2026 Q1,Competition,neutral,margin_cost,management_active,"...uct, which is at the heart of what we think about in the user. Apple silicon has just been an incredible game changer for us, starting with iPhone and then on iPad and of course, the Mac as of a few years ago. And so we believe it's a game changer and a major competitive advantage. Kevan Parekh: Yes. And as far as impact on gross margin, we have been, as you know, investing in core technologies like our own silicon, our own modem. And certainly, while those do provide opportunities for cost savings and can be reflected in mar...",,,
NVDA,FY2026 Q4,AI,opportunity,product_technology,management_active,"...tal revenue of $68 billion was up 73% year-over-year, accelerating from Q3. Growth on a sequential basis was also a record as we added $11 billion in data center revenue across a diverse and expanding set of customers, including cloud providers, hyperscalers, AI model makers, enterprises and sovereign nations. Demand for our Blackwell architecture, extreme co-design at data center scale continues to strengthen as inference deployments grow in addition to training. The transition to accelerated computing and the infus...",,,
NVDA,FY2026 Q4,AI,opportunity,demand,management_active,"...makers, enterprises and sovereign nations. Demand for our Blackwell architecture, extreme co-design at data center scale continues to strengthen as inference deployments grow in addition to training. The transition to accelerated computing and the infusion of AI across existing hyperscale workloads continue to fuel our growth. Agentic and physical AI applications built on increasingly smarter and multimodal models are beginning to drive our financial performance. On a full year basis, data center generated revenue of...",,,
NVDA,FY2026 Q4,AI,opportunity,product_technology,management_active,"...co-design at data center scale continues to strengthen as inference deployments grow in addition to training. The transition to accelerated computing and the infusion of AI across existing hyperscale workloads continue to fuel our growth. Agentic and physical AI applications built on increasingly smarter and multimodal models are beginning to drive our financial performance. On a full year basis, data center generated revenue of $194 billion, up 68% year-over-year. We have now scaled our data center business by nearl...",,,
NVDA,FY2026 Q4,AI,opportunity,demand,management_active,"...itments in place to address future demand, including shipments extending into calendar 2027. Every data center is power-constrained. Customers make critical architectural decisions based on performance per watt given these constraints and the need to maximize AI factory revenue. SemiAnalysis declared NVIDIA, Inference King, as recent results from InferenceX reinforced our inference leadership with GB300 NVL72, achieving up to 50x performance per watt and 35x lower cost per token compared with [ Hopper ], and continuo...",,,
NVDA,FY2026 Q4,AI,opportunity,product_technology,management_active,"...e based products are sold out in the cloud. Nearly a year has passed since the release of our Grace Blackwell NVL72 systems. Today, nearly 9 gigawatts of infrastructure on Blackwell are deployed and consumed by the major cloud service providers, hyperscalers, AI model makers and enterprises. Networking, a cornerstone of our data center scale infrastructure offering, was a standout this quarter, generating $11 billion in revenue, up more than 3.5x year-over-year. Demand for our scale-up and scale-out technologies reac...",,,
NVDA,FY2026 Q4,AI,opportunity,demand,management_active,"...In Q4, we announced that we will enable AWS with NVLink to integrate with their custom silicon. Momentum is strong with our Spectrum-X Ethernet scale up and scale across networking as customers work to unify distributed data centers into integrated gigascale AI factories. For the full year, our networking business exceeded $31 billion in revenue, up more than 10x compared to fiscal 2021, the year we acquired Mellanox. Our demand profile is broad, diverse and expanding beyond just chatbots. First, there is a fundamen...",,,
NVDA,FY2026 Q4,AI,opportunity,demand,management_active,"...exceeded $31 billion in revenue, up more than 10x compared to fiscal 2021, the year we acquired Mellanox. Our demand profile is broad, diverse and expanding beyond just chatbots. First, there is a fundamental platform shift from classical machine learning to generative AI. Strong evidence of ROI as hyperscalers upgrade massive traditional workloads to generative AI, including search, ad generation and content recommender systems is encouraging our largest customers to accelerate their capital spending. For example, at Meta, ad...",,,
